,Vendedor,Fecha,Modelo,Cantidad,Precio Unitario,Descuento,Subtotal,I.V.A,Total
16177,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16194,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16211,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16228,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16245,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16262,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16279,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16296,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16313,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16330,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16347,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16364,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16381,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16398,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16415,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16432,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16449,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16466,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16483,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16500,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16517,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16534,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16551,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16568,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16585,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16602,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16619,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16636,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16652,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16669,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16686,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16703,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16720,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16737,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16754,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16771,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16788,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16805,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16822,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16839,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16856,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16873,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16890,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16907,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16924,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16941,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16958,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16975,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
16992,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17009,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17026,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17043,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17060,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17077,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17094,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17111,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17128,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17145,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17162,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17179,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17196,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17213,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17230,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17247,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17264,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17281,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17298,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17315,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17332,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17349,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17366,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17383,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17400,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17417,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17434,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17451,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17468,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17485,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17502,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17519,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17536,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17553,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17570,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17587,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17604,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17621,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17638,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17655,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17672,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17689,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17706,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17723,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17740,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17757,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17774,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17791,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17808,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17825,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17842,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17859,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17876,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17893,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17910,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17927,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17944,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17961,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17978,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
17995,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18012,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18029,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18046,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18063,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18080,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18097,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18114,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18131,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18148,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18165,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18182,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18199,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18216,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18233,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18250,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18267,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18284,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18301,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18318,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18335,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18351,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18368,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18385,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18402,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18419,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18436,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18453,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18470,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18487,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18504,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18521,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18538,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18555,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18572,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18589,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18606,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18623,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18640,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18657,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18674,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18691,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18708,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18725,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18742,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18759,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18776,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18793,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18810,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18827,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18844,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18861,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18878,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18895,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18912,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18929,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18946,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18963,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18980,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
18997,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19014,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19031,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19048,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19065,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19082,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19099,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19116,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19133,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19150,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19167,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19184,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19201,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19218,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19235,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19252,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19269,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19286,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19303,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19320,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19337,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19354,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19371,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19388,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19405,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19422,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19439,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19456,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19473,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19490,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19507,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19524,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19541,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19558,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19575,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19592,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19609,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19626,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19643,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19660,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19677,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19694,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19711,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19728,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19745,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19762,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19779,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19796,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19813,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19830,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19847,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19864,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19881,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19898,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19915,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19932,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19949,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19966,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
19983,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20000,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20017,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20034,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20050,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20067,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20084,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20101,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20118,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20135,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20152,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20169,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20186,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20203,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20220,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20237,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20254,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20271,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20288,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20305,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20322,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20339,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20356,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20373,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20390,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20407,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20424,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20441,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20458,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20475,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20492,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20509,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20526,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20543,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20560,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20577,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20594,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20611,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20628,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20645,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20662,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20679,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20696,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20713,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20730,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20747,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20764,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20781,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20798,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20815,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20832,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20849,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20866,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20883,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20900,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20917,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20934,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20951,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20968,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
20985,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21002,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21019,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21036,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21053,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21070,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21087,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21104,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21121,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21138,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21155,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21172,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21189,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21206,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21223,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21240,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21257,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21274,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21291,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21308,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21325,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21342,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21359,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21376,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21393,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21410,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21427,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21444,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21461,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21478,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21495,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21512,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21529,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21546,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21563,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21580,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21597,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21614,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21631,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21648,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21665,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21682,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21699,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21716,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21733,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21749,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21766,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21783,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21800,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21817,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21834,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21851,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21868,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21885,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21902,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21919,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21936,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21953,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21970,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
21987,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
22004,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
22021,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
22038,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
22055,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
22072,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
