,Vendedor,Fecha,Modelo,Cantidad,Precio Unitario,Descuento,Subtotal,I.V.A,Total
212731,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212748,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212765,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212782,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212799,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212816,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212833,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212850,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212867,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212884,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212901,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212918,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212935,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212952,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212969,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
212986,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213003,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213020,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213037,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213054,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213071,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213088,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213105,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213122,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213139,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213156,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213173,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213190,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213207,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213224,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213241,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213258,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213275,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213292,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213309,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213326,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213343,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213360,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213377,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213394,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213411,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213428,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213445,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213462,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213479,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213496,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213513,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213530,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213547,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213564,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213581,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213598,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213615,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213632,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213649,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213666,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213683,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213700,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213717,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213750,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213767,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213784,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213801,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213818,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213835,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213852,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213869,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213886,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213903,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213920,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213937,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213954,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213971,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
213988,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214005,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214022,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214039,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214056,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214073,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214090,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214107,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214124,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214141,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214158,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214175,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214192,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214209,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214226,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214243,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214260,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214277,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214294,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214311,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214328,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214345,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214362,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214379,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214396,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214413,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214430,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214447,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214464,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214481,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214498,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214515,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214532,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214549,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214566,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214583,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214600,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214617,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214634,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214651,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214668,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214685,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214702,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214719,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214736,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214753,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214770,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214787,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214804,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214821,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214838,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214855,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214872,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214889,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214906,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214923,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214940,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214957,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214974,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
214991,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215008,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215025,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215042,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215059,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215076,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215093,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215110,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215127,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215144,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215161,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215178,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215195,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215212,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215229,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215246,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215263,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215280,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215297,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215314,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215331,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215348,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215365,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215382,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215399,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215416,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215449,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215466,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215483,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215500,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215517,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215534,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215551,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215568,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215585,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215602,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215619,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215636,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215653,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215670,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215687,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215704,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215721,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215738,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215755,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215772,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215789,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215806,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215823,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215840,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215857,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215874,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215891,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215908,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215925,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215942,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215959,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215976,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
215993,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216010,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216027,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216044,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216061,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216078,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216095,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216112,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216129,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216146,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216163,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216180,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216197,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216214,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216231,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216248,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216265,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216282,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216299,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216316,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216333,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216350,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216367,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216384,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216401,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216418,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216435,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216452,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216469,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216486,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216503,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216520,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216537,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216554,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216571,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216588,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216605,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216622,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216639,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216656,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216673,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216690,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216707,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216724,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216741,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216758,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216775,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216792,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216809,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216826,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216843,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216860,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216877,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216894,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216911,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216928,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216945,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216962,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216979,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
216996,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217013,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217030,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217047,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217064,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217081,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217098,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217115,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217148,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217165,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217182,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217199,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217216,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217233,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217250,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217267,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217284,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217301,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217318,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217335,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217352,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217369,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217386,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217403,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217420,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217437,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217454,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217471,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217488,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217505,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217522,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217539,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217556,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217573,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217590,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217607,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217624,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217641,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217658,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217675,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217692,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217709,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217726,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217743,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217760,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217777,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217794,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217811,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217828,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217845,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217862,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217879,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217896,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217913,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217930,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217947,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217964,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217981,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
217998,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218015,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218032,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218049,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218066,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218083,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218100,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218117,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218134,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218151,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218168,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218185,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218202,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218219,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218236,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218253,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218270,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218287,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218304,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218321,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218338,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218355,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218372,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218389,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218406,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218423,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218440,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218457,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218474,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218491,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218508,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218525,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218542,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218559,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218576,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218593,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218610,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218627,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218644,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218661,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218678,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218695,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218712,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218729,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218746,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218763,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218780,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218797,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218814,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
218847,Pedro,07/08/2006,Zapato,2,1416100,,2380,547.4,2927.4
